,bResult,rResult,blueTopChamp,blueJungleChamp,blueMiddleChamp,blueADCChamp,blueSupportChamp,redTopChamp,redJungleChamp,redMiddleChamp,redADCChamp,redSupportChamp
3570,1,0,TahmKench,Graves,Lissandra,Ezreal,Alistar,Nautilus,Elise,Zed,Kalista,Morgana
3571,1,0,Nautilus,DrMundo,Lulu,MissFortune,Janna,Lissandra,Graves,Syndra,Ezreal,Alistar
3572,0,1,Irelia,Gragas,Ekko,MissFortune,Alistar,Lulu,RekSai,Ezreal,Corki,Janna
3573,0,1,Malphite,RekSai,Viktor,MissFortune,Trundle,Nautilus,Kindred,Ezreal,Corki,Alistar
3574,1,0,Ryze,RekSai,Ezreal,Kalista,Thresh,Malphite,Kindred,Kassadin,Tristana,Alistar
3575,0,1,Trundle,Elise,Lux,Kalista,Alistar,TahmKench,RekSai,Zilean,Ezreal,Thresh
3576,1,0,Trundle,Graves,Diana,Ezreal,Braum,Poppy,RekSai,Lissandra,MissFortune,Nautilus
3577,0,1,Gnar,RekSai,Viktor,MissFortune,Trundle,TahmKench,Elise,Kassadin,Ezreal,Alistar
3578,0,1,DrMundo,Elise,Viktor,MissFortune,Alistar,Gnar,Trundle,Ezreal,Corki,Morgana
3579,1,0,Gnar,RekSai,Lissandra,MissFortune,Alistar,Maokai,Kindred,Lux,Ezreal,Trundle
3580,0,1,Trundle,RekSai,Lux,Corki,Braum,Gnar,LeeSin,Ryze,MissFortune,Alistar
3581,1,0,TahmKench,RekSai,Lissandra,Kalista,Alistar,Nautilus,Elise,Viktor,Ashe,Trundle
3582,0,1,Nautilus,Graves,Kassadin,Ashe,Trundle,Poppy,Elise,Lissandra,Kalista,Alistar
3583,1,0,Trundle,Elise,TwistedFate,Kalista,Alistar,TahmKench,DrMundo,Jayce,Corki,Janna
3584,0,1,Lissandra,RekSai,Lulu,Lucian,Alistar,Irelia,Graves,Kassadin,Ezreal,TahmKench
3585,0,1,Lissandra,DrMundo,Viktor,Lucian,Morgana,Sion,Trundle,Ezreal,Corki,Alistar
3586,1,0,TahmKench,Elise,Corki,Kalista,Alistar,Fiora,Nidalee,Leblanc,Ezreal,Nautilus
3587,0,1,Gnar,Elise,Corki,Kalista,Alistar,Fiora,LeeSin,Lulu,Ezreal,Trundle
3588,1,0,Maokai,LeeSin,Zed,Corki,Poppy,TahmKench,Elise,Irelia,Kalista,Alistar
3589,1,0,TahmKench,Graves,Corki,Kalista,Thresh,Fiora,LeeSin,Viktor,Ezreal,Trundle
3590,0,1,Irelia,Graves,Ahri,Corki,Trundle,Fiora,Nidalee,Lissandra,Kalista,Leona
3591,0,1,Lissandra,Elise,Gangplank,Lucian,Poppy,Sion,RekSai,Corki,Kalista,Trundle
3592,1,0,Gnar,Elise,Ezreal,Lucian,Alistar,TahmKench,LeeSin,Ahri,Kalista,Poppy
3593,0,1,Gangplank,Elise,Varus,Ezreal,Morgana,Olaf,RekSai,Azir,Kalista,Alistar
3594,1,0,TahmKench,Elise,Viktor,Lucian,Nautilus,Gnar,RekSai,TwistedFate,Kalista,Trundle
3595,0,1,Gnar,Graves,Lissandra,Kalista,Thresh,Nautilus,Elise,Quinn,Ezreal,Alistar
3596,1,0,Trundle,Rengar,Ryze,Lucian,Morgana,Nautilus,Graves,Lissandra,Kalista,Alistar
3597,1,0,Trundle,Elise,Zed,Corki,Thresh,Gnar,Nidalee,Viktor,Ezreal,Morgana
3598,0,1,Lissandra,Graves,Corki,Lucian,Alistar,Nautilus,Nidalee,Varus,Ezreal,Trundle
3599,1,0,Fiora,Elise,Lulu,Kalista,Nautilus,Poppy,Graves,Azir,Ezreal,Morgana
3600,1,0,Quinn,RekSai,Corki,Ezreal,Alistar,Lissandra,Elise,Zed,Lucian,TahmKench
3601,0,1,Fiora,Graves,Viktor,Ezreal,Alistar,Poppy,Elise,Leblanc,Lucian,TahmKench
3602,1,0,Fiora,Elise,TwistedFate,Lucian,Alistar,Lissandra,DrMundo,Zilean,Tristana,Trundle
3603,0,1,Nautilus,RekSai,Ahri,Corki,Thresh,Fiora,Nidalee,Lissandra,Kalista,Trundle
3604,1,0,Shen,Olaf,Viktor,Ashe,Karma,Swain,RekSai,Zilean,Ezreal,Braum
3605,0,1,Trundle,Hecarim,Karma,Ashe,Morgana,Shen,Gragas,Cassiopeia,Lucian,Braum
3606,0,1,Gnar,LeeSin,Ryze,Corki,TahmKench,Trundle,Elise,Viktor,Kalista,Alistar
3607,0,1,Poppy,Elise,Corki,Lucian,Thresh,Trundle,Graves,Leblanc,Kalista,Braum
3608,0,1,Trundle,Nidalee,Gangplank,Lucian,Braum,Poppy,Elise,Viktor,Kalista,Thresh
3609,0,1,Nautilus,Elise,Gangplank,Lucian,Braum,Fiora,RekSai,Lulu,Kalista,Trundle
3610,1,0,Fiora,RekSai,Lulu,Lucian,Trundle,Poppy,Graves,Leblanc,Kalista,Braum
3611,1,0,Trundle,RekSai,Lissandra,Lucian,Alistar,Sion,Elise,Ezreal,Kalista,Poppy
3612,0,1,Sion,RekSai,Lissandra,Lucian,Alistar,Poppy,Elise,Ryze,Kalista,Morgana
3613,1,0,Trundle,Graves,Lulu,Lucian,Alistar,Poppy,RekSai,Corki,Kalista,Thresh
3614,0,1,Poppy,Graves,Lulu,Lucian,Alistar,Trundle,Elise,Viktor,Ashe,Morgana
3615,0,1,Poppy,Trundle,Viktor,Kalista,Morgana,Fiora,Elise,Lulu,Ezreal,Alistar
3616,1,0,Lulu,Elise,Zed,Ezreal,Alistar,Olaf,Trundle,Ryze,Kalista,Morgana
3617,0,1,Trundle,Graves,Ryze,Kalista,Blitzcrank,Poppy,Elise,Zed,Ezreal,Thresh
3618,0,1,Poppy,Elise,Ryze,Ezreal,Morgana,Fiora,RekSai,Viktor,Kalista,Thresh
3619,0,1,Fiora,Nunu,Gangplank,Vayne,Thresh,Rammus,Gragas,Viktor,Lucian,Alistar
3620,0,1,Lulu,Elise,Zed,Ezreal,Braum,Fiora,Gragas,Fizz,Lucian,Morgana
3621,1,0,Malphite,Gragas,Gangplank,Corki,Thresh,Ekko,RekSai,Lissandra,Kalista,Nautilus
3622,0,1,Fiora,Gragas,Zilean,Lucian,Nautilus,Malphite,Elise,Gangplank,Kalista,Thresh
3623,0,1,Trundle,Gragas,Lissandra,Ezreal,Alistar,Fiora,Elise,Lulu,Lucian,Leona
3624,1,0,Trundle,Elise,Kassadin,Lucian,Leona,Irelia,LeeSin,Lulu,Corki,Braum
3625,1,0,Nautilus,Gragas,Zed,Corki,Alistar,Poppy,Nidalee,Zilean,Kalista,Leona
3626,0,1,Poppy,Graves,Lissandra,Ezreal,Leona,Rammus,Gragas,Viktor,Kalista,Thresh
3627,1,0,Malphite,Gragas,Zed,Lucian,Bard,Trundle,Rumble,Viktor,KogMaw,Braum
3628,1,0,TahmKench,Elise,Zed,Ezreal,Alistar,Fiora,Gragas,Fizz,Lucian,Bard
3629,0,1,Nautilus,Nidalee,Viktor,Ezreal,Bard,Poppy,Gragas,Lulu,Lucian,Thresh
3630,1,0,Nautilus,Nidalee,Lulu,Lucian,Braum,Poppy,Gragas,Viktor,Ezreal,Thresh
3631,1,0,Rammus,RekSai,Lulu,Lucian,Alistar,Poppy,Gragas,TwistedFate,KogMaw,Leona
3632,0,1,Poppy,Elise,TwistedFate,Kalista,Leona,Nautilus,Gragas,Zilean,KogMaw,Alistar
3633,1,0,Gnar,Nidalee,Zed,Ezreal,Alistar,Nautilus,Gragas,Quinn,Corki,Trundle
3634,0,1,Rammus,Trundle,Corki,Kalista,Braum,TahmKench,Gragas,Zed,Ezreal,Alistar
3635,1,0,Poppy,LeeSin,Leblanc,Kalista,Thresh,Nautilus,Gragas,Viktor,Lucian,Alistar
3636,0,1,Nautilus,RekSai,Viktor,Kalista,Braum,Poppy,Gragas,Quinn,Corki,Thresh
3637,1,0,Gangplank,Elise,Karthus,Ezreal,Trundle,Gnar,Gragas,Quinn,Lucian,Braum
3638,0,1,Fiora,Elise,Gangplank,Ezreal,Morgana,Poppy,Gragas,Cassiopeia,Lucian,Trundle
3639,0,1,Poppy,Kindred,Lulu,Ezreal,Braum,Trundle,Gragas,Viktor,Sivir,Nautilus
3640,0,1,Poppy,Gragas,Lulu,Sivir,Nautilus,Trundle,Elise,Viktor,Lucian,Braum
3641,0,1,Gnar,Kindred,Azir,Sivir,Braum,Nautilus,Elise,Zed,Ezreal,Alistar
3642,1,0,Poppy,Kindred,Nautilus,Ezreal,Braum,Gnar,Gragas,Lux,Sivir,Alistar
3643,0,1,Trundle,Nidalee,Lulu,Ezreal,Bard,Poppy,Elise,Quinn,Corki,Alistar
3644,1,0,Graves,Elise,Nautilus,Ezreal,Thresh,Poppy,Gragas,Lulu,Lucian,Braum
3645,1,0,Fiora,Gragas,Nautilus,Sivir,Bard,Olaf,Elise,Zilean,Jinx,Braum
3646,1,0,Kayle,Gragas,Zed,Kalista,Trundle,Lulu,Nidalee,Corki,Ezreal,Braum
3647,1,0,Nautilus,Nidalee,Zed,Ezreal,Braum,Poppy,Sejuani,Gangplank,Lucian,Thresh
3648,0,1,Poppy,Graves,Viktor,Lucian,Braum,Maokai,Nidalee,Corki,Kalista,Bard
3649,1,0,Rammus,Kindred,Lulu,KogMaw,Braum,Nautilus,RekSai,Viktor,Kalista,Morgana
3650,1,0,Fiora,RekSai,Nautilus,Sivir,Alistar,Poppy,Elise,Zilean,Corki,Braum
3651,0,1,Kayle,RekSai,Zed,Kalista,Thresh,Nautilus,Elise,Gangplank,Ezreal,Braum
3652,1,0,Lulu,Kindred,Leblanc,Kalista,Thresh,Fiora,Elise,Azir,Sivir,Nautilus
3653,0,1,Poppy,Gragas,Lulu,Ezreal,Alistar,Nautilus,Kindred,Lissandra,Kalista,Thresh
3654,1,0,Trundle,Gragas,Corki,Kalista,Alistar,Nautilus,Sejuani,Gangplank,Lucian,Braum
3655,0,1,Nautilus,RekSai,Viktor,Sivir,Alistar,Poppy,Elise,Zed,Lucian,Trundle
3656,1,0,Nautilus,RekSai,Lissandra,Kalista,Alistar,Poppy,Elise,Ryze,Lucian,Braum
3657,0,1,Nautilus,Gragas,Azir,Ezreal,Braum,Poppy,Graves,Leblanc,Jhin,Thresh
3658,1,0,Nautilus,Graves,Azir,Kalista,Braum,Trundle,Gragas,Corki,Ezreal,Alistar
3659,1,0,Poppy,Elise,Gangplank,Kalista,Trundle,Malphite,Gragas,Zed,Corki,Alistar
3660,0,1,Trundle,Gragas,Zilean,Kalista,Bard,Lulu,Kindred,Zed,Ezreal,Thresh
3661,1,0,Trundle,Elise,Zed,Ezreal,Thresh,Poppy,Sejuani,Gangplank,Lucian,Braum
3662,0,1,Poppy,LeeSin,Syndra,Lucian,Thresh,Trundle,Elise,Zed,Ezreal,Nautilus
3663,1,0,Nautilus,Gragas,Azir,Lucian,Thresh,Poppy,Elise,Jayce,Ezreal,Trundle
3664,1,0,Nautilus,Gragas,Azir,Kalista,Braum,Poppy,Elise,Corki,Ezreal,Thresh
3665,0,1,Nautilus,Kindred,Leblanc,Lucian,Braum,Poppy,Elise,Azir,Sivir,Thresh
3666,1,0,Maokai,Elise,Zed,Ezreal,Alistar,Poppy,Kindred,Lissandra,Lucian,Trundle
3667,1,0,Poppy,Graves,Azir,Lucian,Braum,Fiora,Sejuani,Gangplank,Kalista,Alistar
3668,1,0,Fiora,Gragas,Lulu,Kalista,Braum,Poppy,Graves,Lissandra,Lucian,Thresh
3669,0,1,Gangplank,Gragas,Leblanc,Lucian,Braum,Nautilus,Elise,Lulu,Ezreal,Alistar
3670,0,1,Nautilus,Gragas,Azir,Lucian,Braum,Trundle,Elise,Leblanc,Sivir,Thresh
3671,0,1,Maokai,Nidalee,Talon,Kalista,Braum,Poppy,Elise,Lissandra,Jhin,Thresh
3672,0,1,Poppy,Elise,Lissandra,Jhin,Thresh,Trundle,Nidalee,Azir,Sivir,Braum
3673,0,1,Lulu,Kindred,Leblanc,Ezreal,Braum,Poppy,Elise,Quinn,Sivir,Thresh
3674,1,0,Poppy,Gragas,Leblanc,Sivir,Braum,Nautilus,Kindred,Azir,Ezreal,Thresh
3675,0,1,Poppy,Gragas,Azir,Sivir,Braum,Trundle,Elise,Lissandra,Lucian,Thresh
3676,1,0,Poppy,Elise,Viktor,Kalista,Thresh,Trundle,Gragas,Corki,Lucian,Braum
3677,1,0,Poppy,Gragas,Kassadin,Lucian,Thresh,Fiora,Elise,Gangplank,Corki,Trundle
3678,0,1,Trundle,Gragas,Leblanc,Ezreal,Braum,Poppy,Elise,Kassadin,Lucian,Thresh
3679,1,0,Trundle,Gragas,Azir,Jhin,Thresh,Poppy,Graves,Corki,Sivir,Braum
3680,1,0,Poppy,Graves,Azir,Sivir,Braum,Maokai,Gragas,Zed,Jhin,Thresh
3681,1,0,Poppy,Kindred,Azir,Lucian,Braum,Gangplank,LeeSin,Lulu,Sivir,Thresh
3682,1,0,Trundle,Nidalee,Azir,Caitlyn,Alistar,Poppy,Kindred,Lux,Corki,Braum
3683,0,1,Ekko,Kindred,TwistedFate,Kalista,Braum,Poppy,Graves,Azir,Sivir,Bard
3684,1,0,Ekko,Kindred,Malzahar,Lucian,Braum,Ryze,Graves,Lissandra,Sivir,Bard
3685,1,0,Ekko,Elise,Varus,Jhin,Thresh,Poppy,Kindred,Azir,Kalista,Braum
3686,1,0,Ekko,Elise,Varus,Jhin,Thresh,Poppy,Graves,Lissandra,Lucian,Braum
3687,0,1,Poppy,RekSai,Lissandra,Sivir,Bard,Kennen,Elise,Varus,Lucian,Braum
3688,1,0,Maokai,Graves,Ryze,Lucian,Alistar,Gangplank,Elise,Cassiopeia,Sivir,Braum
3689,0,1,Gragas,Graves,Malzahar,Sivir,Braum,Ekko,LeeSin,Azir,Lucian,Alistar
3690,1,0,Maokai,Graves,Ryze,Kalista,Thresh,Kennen,Elise,Varus,Jhin,TahmKench
3691,0,1,Ekko,Kindred,Lissandra,Ezreal,Braum,Maokai,Elise,Gangplank,Lucian,Alistar
3692,0,1,Maokai,Gragas,Azir,Kalista,Bard,Ekko,Kindred,Leblanc,Lucian,Alistar
3693,0,1,Maokai,Elise,Zed,Ezreal,Braum,Ekko,Nidalee,Gangplank,Kalista,Thresh
3694,1,0,Trundle,Elise,Azir,Sivir,Karma,Ekko,Kindred,Swain,Ashe,Bard
3695,1,0,Trundle,RekSai,Ryze,Caitlyn,Karma,Ekko,Kindred,TwistedFate,Ashe,Braum
3696,0,1,Maokai,Elise,Azir,Ezreal,Karma,Ekko,RekSai,Leblanc,Sivir,Alistar
3697,1,0,Maokai,Graves,Vladimir,Sivir,Alistar,Ekko,RekSai,Kassadin,Ezreal,Trundle
3698,1,0,Ekko,Graves,Ryze,Ashe,Trundle,Maokai,RekSai,Zed,Sivir,Karma
3699,0,1,Maokai,Graves,Kassadin,Lucian,Karma,Ekko,RekSai,Viktor,Ezreal,Nami
3700,0,1,Maokai,Graves,Azir,Ezreal,Alistar,Trundle,RekSai,Leblanc,Caitlyn,Blitzcrank
3701,1,0,Maokai,RekSai,Azir,Caitlyn,Blitzcrank,Trundle,Gragas,Viktor,Sivir,Karma
3702,1,0,Trundle,Gragas,Ryze,Ezreal,Morgana,Ekko,Graves,Vladimir,Ashe,Braum
3703,0,1,Maokai,RekSai,Vladimir,Sivir,Karma,Ekko,Graves,Azir,Caitlyn,Morgana
3704,0,1,Irelia,Graves,Vladimir,Caitlyn,Karma,Maokai,RekSai,Swain,Ezreal,Nami
3705,1,0,Fizz,RekSai,TwistedFate,Sivir,Karma,Swain,Graves,Vladimir,Ezreal,Braum
3706,1,0,Trundle,RekSai,Varus,Sivir,Nami,Maokai,Graves,Viktor,Lucian,Karma
3707,0,1,Ekko,RekSai,Leblanc,Lucian,Karma,Maokai,Elise,Kassadin,Sivir,Nami
3708,0,1,Irelia,Gragas,Karma,Ezreal,Blitzcrank,Trundle,Elise,Vladimir,Jhin,Braum
3709,1,0,Trundle,Gragas,Ryze,Sivir,Karma,Irelia,Graves,Viktor,Jhin,Morgana
3710,1,0,Irelia,Gragas,TwistedFate,Ashe,Karma,Trundle,Elise,Azir,Ezreal,Nami
3711,0,1,Ekko,RekSai,Viktor,Ashe,Nami,Trundle,Gragas,Swain,Caitlyn,Karma
3712,1,0,Maokai,Nidalee,Ryze,Ezreal,Alistar,Fizz,RekSai,Vladimir,Jhin,Bard
3713,0,1,Trundle,Gragas,Vladimir,Jhin,Karma,Ekko,RekSai,Anivia,Ezreal,Braum
3714,0,1,Trundle,Elise,Vladimir,Ashe,Karma,Swain,RekSai,Anivia,Sivir,Braum
3715,1,0,Vladimir,Gragas,Ryze,Jhin,Trundle,Gnar,RekSai,Azir,Ezreal,Braum
3716,1,0,Irelia,Graves,Vladimir,Ezreal,Braum,Maokai,Volibear,Cassiopeia,Caitlyn,Karma
3717,0,1,Irelia,Gragas,Vladimir,Caitlyn,Bard,Maokai,Graves,Anivia,Ezreal,Braum
3718,0,1,Trundle,Elise,Viktor,Ezreal,Alistar,Irelia,RekSai,Azir,Jhin,Karma
3719,1,0,Jax,Gragas,Zilean,Jhin,Karma,Irelia,RekSai,Leblanc,Ezreal,Braum
3720,0,1,Trundle,Graves,Azir,Ezreal,Karma,Shen,Gragas,Viktor,Sivir,Thresh
3721,1,0,Shen,RekSai,Azir,Jhin,Leona,Trundle,Elise,Leblanc,Sivir,Nami
3722,1,0,Shen,Hecarim,Vladimir,Jhin,Braum,Maokai,RekSai,Ryze,Ezreal,Trundle
3723,0,1,Swain,Graves,Viktor,Lucian,Trundle,Shen,Nidalee,Azir,Ezreal,Karma
3724,1,0,Maokai,Graves,Vladimir,Kalista,Alistar,Irelia,Elise,Azir,Sivir,Karma
3725,0,1,Shen,Hecarim,Vladimir,Jhin,Soraka,Maokai,Graves,Anivia,Sivir,Braum
3726,0,1,Shen,Graves,Anivia,Sivir,Alistar,Maokai,Hecarim,Kassadin,Jhin,Braum
3727,1,0,Maokai,RekSai,Kassadin,Ashe,Karma,Jax,Gragas,Varus,Jhin,Braum
3728,0,1,Shen,Elise,Vladimir,Ashe,Karma,Maokai,LeeSin,Anivia,Sivir,Braum
3729,1,0,Maokai,LeeSin,Ryze,Sivir,Braum,Shen,Kindred,Viktor,Kalista,Alistar
3730,0,1,Trundle,Gragas,Vladimir,Sivir,Thresh,Shen,RekSai,Anivia,Jhin,Braum
3731,1,0,Gangplank,Nidalee,Anivia,Jhin,Braum,Shen,RekSai,Lissandra,Twitch,Karma
3732,0,1,Maokai,Gragas,Vladimir,Sivir,Braum,Shen,Graves,Kassadin,Kalista,Thresh
3733,0,1,Hecarim,Gragas,Viktor,Kalista,Thresh,Maokai,Graves,Kassadin,Sivir,Braum
3734,0,1,Shen,Graves,Leblanc,Sivir,Braum,Gnar,RekSai,TwistedFate,Lucian,Trundle
3735,1,0,Shen,RekSai,Kassadin,Jhin,Trundle,Gangplank,Elise,Taliyah,Ezreal,Braum
3736,1,0,Trundle,Nidalee,Lissandra,Ashe,Thresh,Hecarim,Gragas,Azir,Sivir,Alistar
3737,0,1,Shen,RekSai,Leblanc,Jhin,Karma,Gangplank,Elise,Lissandra,Ashe,Alistar
3738,0,1,Shen,Gragas,Taliyah,Ashe,Morgana,Gnar,Elise,Lissandra,Sivir,Alistar
3739,1,0,Ekko,Graves,TwistedFate,Jhin,Alistar,Gnar,Elise,Taliyah,Ashe,Braum
3740,1,0,Rumble,RekSai,TwistedFate,Ashe,Alistar,Trundle,Gragas,Leblanc,Sivir,Braum
3741,0,1,Shen,Elise,Ryze,Kalista,Alistar,Trundle,Gragas,Leblanc,Sivir,Morgana
3742,1,0,Gnar,Nidalee,Vladimir,Ezreal,Alistar,Gangplank,LeeSin,Leblanc,Ashe,Braum
3743,0,1,Maokai,Khazix,Leblanc,Ezreal,Alistar,Gangplank,Gragas,Kassadin,Jhin,Braum
3744,0,1,Trundle,RekSai,Cassiopeia,Kalista,Braum,Shen,Gragas,Varus,Sivir,Thresh
3745,0,1,Shen,Elise,Viktor,Ezreal,Leona,Gnar,RekSai,Malzahar,Lucian,Alistar
3746,0,1,Irelia,Gragas,Lissandra,Sivir,Bard,Gnar,Elise,Cassiopeia,Jhin,Braum
3747,1,0,Gangplank,RekSai,Kassadin,Jhin,Alistar,Shen,Hecarim,Karma,Sivir,Morgana
3748,0,1,Olaf,Gragas,Syndra,Sivir,Alistar,Shen,RekSai,Azir,Jhin,Leona
3749,1,0,Shen,RekSai,Vladimir,Sivir,Leona,Gangplank,Gragas,Syndra,Jhin,Alistar
3750,0,1,Irelia,RekSai,Malzahar,Lucian,Braum,Gnar,Gragas,TwistedFate,Sivir,Trundle
3751,0,1,Sion,Gragas,Vladimir,Sivir,Trundle,Gnar,RekSai,Malzahar,Lucian,Nautilus
3752,1,0,Maokai,LeeSin,Vladimir,Jhin,Thresh,Trundle,RekSai,Anivia,Ashe,Alistar
3753,1,0,Shen,RekSai,Vladimir,Twitch,Braum,Maokai,Elise,Ryze,Sivir,Leona
3754,0,1,Maokai,Elise,Gangplank,Lucian,Alistar,Trundle,Gragas,Viktor,Ezreal,TahmKench
3755,1,0,Gnar,Graves,Leblanc,Sivir,TahmKench,Shen,Nidalee,Zilean,Caitlyn,Taric
3756,1,0,Gnar,Graves,Malzahar,Jhin,Alistar,Trundle,Gragas,Varus,Sivir,Braum
3757,0,1,Trundle,Elise,Varus,Sivir,Leona,Gangplank,Gragas,Leblanc,Jhin,Thresh
3758,0,1,Rumble,RekSai,Leblanc,Sivir,Alistar,Gangplank,Nidalee,Kassadin,Jhin,Braum
3759,1,0,Trundle,Nidalee,Leblanc,Ezreal,Braum,Shen,Gragas,Varus,Sivir,Karma
3760,1,0,Irelia,Elise,Vladimir,Sivir,Braum,Gnar,Gragas,Viktor,Ashe,Alistar
3761,0,1,Gangplank,RekSai,Leblanc,Sivir,Alistar,Shen,Graves,Malzahar,Lucian,TahmKench
3762,0,1,Gangplank,Elise,Vladimir,Jhin,Braum,Trundle,Gragas,Kassadin,Sivir,Thresh
3763,0,1,Trundle,Gragas,TwistedFate,Sivir,Bard,Ekko,LeeSin,Malzahar,Jhin,Thresh
3764,0,1,Trundle,Gragas,Vladimir,Jhin,Braum,Shen,RekSai,Cassiopeia,Lucian,Nautilus
3765,0,1,Shen,Elise,Cassiopeia,Lucian,Nautilus,Trundle,RekSai,Viktor,Jhin,Thresh
3766,1,0,Gnar,RekSai,Anivia,Ashe,Braum,Trundle,Hecarim,Azir,Jhin,Alistar
3767,1,0,Rumble,RekSai,Lissandra,Lucian,Bard,Gangplank,Gragas,Leblanc,Sivir,Alistar
3768,1,0,Shen,Graves,Malzahar,Sivir,Braum,Trundle,Gragas,TwistedFate,Jhin,Alistar
3769,0,1,Shen,Kindred,Leblanc,Ezreal,Braum,Gangplank,Gragas,Lissandra,Kalista,Alistar
3770,0,1,Shen,Graves,Kassadin,Sivir,Thresh,Gnar,Elise,Zed,Ashe,TahmKench
3771,0,1,Gnar,Graves,Fizz,Ashe,Alistar,Ekko,Elise,Viktor,Sivir,Thresh
3772,0,1,Ekko,RekSai,Malzahar,Ashe,Taric,Gangplank,Gragas,Vladimir,Sivir,Alistar
3773,1,0,Gangplank,Gragas,Vladimir,Jhin,Alistar,Ekko,RekSai,Anivia,Sivir,Taric
3774,0,1,Gnar,Gragas,Leblanc,Jhin,Thresh,Gangplank,RekSai,Kassadin,Ashe,Bard
3775,1,0,Gangplank,RekSai,Viktor,Jhin,TahmKench,Gnar,Gragas,Kassadin,Ashe,Taric
3776,1,0,Gangplank,Gragas,Malzahar,Ashe,Janna,Gnar,Hecarim,Vladimir,Sivir,Thresh
3777,0,1,Gnar,Hecarim,Vladimir,Sivir,Thresh,Gangplank,Gragas,Malzahar,Ashe,Janna
3778,0,1,Gangplank,RekSai,Vladimir,Lucian,Nami,Ekko,Gragas,Kassadin,Sivir,Thresh
3779,1,0,Ekko,Kindred,Malzahar,Sivir,TahmKench,Illaoi,Gragas,Taliyah,Jhin,Alistar
3780,0,1,Gnar,RekSai,Viktor,Sivir,Alistar,Gangplank,Gragas,Cassiopeia,Jhin,Janna
3781,1,0,Shen,Gragas,Syndra,Lucian,Janna,Gangplank,Elise,Kassadin,Jhin,Trundle
3782,1,0,Gangplank,Gragas,Viktor,Jhin,TahmKench,Ekko,RekSai,Azir,Ashe,Thresh
3783,0,1,Ekko,RekSai,Varus,Ashe,Karma,Gangplank,Gragas,Leblanc,Jhin,TahmKench
3784,1,0,Irelia,RekSai,Vladimir,Ezreal,Bard,Gangplank,Gragas,Viktor,Ashe,TahmKench
3785,0,1,Ekko,Graves,Azir,KogMaw,Thresh,Gnar,Elise,Vladimir,Twitch,TahmKench
3786,0,1,Ekko,RekSai,Viktor,Ashe,Braum,Gangplank,Graves,Malzahar,Jhin,Alistar
3787,1,0,Rumble,Hecarim,Vladimir,Ashe,Trundle,Shen,RekSai,Viktor,Sivir,Braum
3788,1,0,Ekko,Hecarim,Taliyah,Ezreal,Alistar,Gnar,RekSai,Fizz,Ashe,Bard
3789,1,0,Gangplank,RekSai,Lissandra,Ashe,TahmKench,Ekko,Hecarim,Cassiopeia,Ezreal,Alistar
3790,0,1,Ekko,RekSai,Kassadin,Sivir,Bard,Trundle,Nidalee,Vladimir,Twitch,TahmKench
3791,0,1,Irelia,Gragas,Vladimir,Ashe,Alistar,Gnar,RekSai,Cassiopeia,Sivir,Thresh
3792,0,1,Trundle,Elise,Kassadin,Ashe,Taric,Ekko,Graves,Azir,Jhin,Braum
3793,0,1,Trundle,Nidalee,Varus,Jhin,Leona,Rumble,LeeSin,Leblanc,Ashe,Braum
3794,0,1,Irelia,RekSai,Lissandra,Ashe,Alistar,Gnar,Nidalee,Taliyah,Sivir,TahmKench
3795,0,1,Ekko,Graves,Viktor,Sivir,Braum,Poppy,Gragas,Lissandra,Ashe,TahmKench
3796,0,1,Rumble,Hecarim,Leblanc,Sivir,Alistar,Gnar,Nidalee,Lissandra,Twitch,TahmKench
3797,0,1,Ekko,Graves,Anivia,Sivir,Braum,Gnar,RekSai,Vladimir,Ashe,Trundle
3798,0,1,Ekko,Hecarim,Zilean,Sivir,Nautilus,Gnar,RekSai,Vladimir,Twitch,Alistar
3799,1,0,Gangplank,Gragas,Taliyah,Ashe,Taric,Fiora,RekSai,Leblanc,Sivir,Alistar
3800,0,1,Ekko,RekSai,Leblanc,Lucian,Alistar,Shen,Hecarim,Viktor,Sivir,Braum
3801,0,1,Ekko,RekSai,Leblanc,Sivir,Janna,Gnar,Nidalee,Kassadin,Lucian,Braum
3802,1,0,Gnar,Gragas,Lissandra,Ezreal,TahmKench,Shen,Kindred,Malzahar,Ashe,Trundle
3803,0,1,Gangplank,Kindred,Cassiopeia,Corki,Trundle,Ekko,Gragas,Lissandra,Ezreal,Braum
3804,1,0,Gnar,Elise,Taliyah,Ashe,Braum,Rumble,Kindred,Viktor,Ezreal,Thresh
3805,1,0,Gnar,Gragas,TwistedFate,Ezreal,Braum,Ekko,Nidalee,Taliyah,Ashe,Alistar
3806,1,0,Ekko,RekSai,Taliyah,Ashe,Braum,Gangplank,Gragas,Kassadin,Sivir,Alistar
3807,0,1,Gangplank,RekSai,Taliyah,Sivir,Alistar,Ekko,Gragas,Karma,Ashe,Braum
3808,1,0,Ekko,Kindred,Taliyah,Ashe,Alistar,Poppy,RekSai,Kassadin,Sivir,Braum
3809,0,1,Shen,RekSai,Lissandra,Sivir,Karma,Poppy,Gragas,Taliyah,Jhin,Trundle
3810,1,0,Poppy,Gragas,Taliyah,Caitlyn,Trundle,Kennen,RekSai,Ekko,Sivir,Karma
3811,0,1,Trundle,Gragas,Taliyah,Ashe,Braum,Shen,RekSai,Karma,Jhin,Alistar
